Name,Rating,Games,Result,Moves,CPL,MM,Sort Score,Analysis
Harriet V Hunt,2389,5,4,201,42,54,12,A
Harriet V Hunt,2389,5,4,201,37,54,17,D
Haroon Azizi,2126,2,1,43,95,35,-60,A
Haroon Azizi,2126,2,1,43,86,46,-40,D
Thomas Ernst,2450,8,4.5,353,34,49,15,A
Thomas Ernst,2450,8,4.5,353,29,51,22,D
Mikael Naslund,2310,2,1,35,29,63,34,A
Mikael Naslund,2310,2,1,35,37,69,32,B
Mikael Naslund,2310,2,1,35,36,69,33,C
Mikael Naslund,2310,2,1,35,41,60,19,D
Erik Alquist,2106,1,0,27,84,63,-21,A
Erik Alquist,2106,1,0,27,57,56,-1,C
Erik Alquist,2106,1,0,27,64,56,-8,D
Mika Karttunen,2413,6,3.5,136,31,53,22,A
Mika Karttunen,2413,6,3.5,136,33,53,20,D
Juan Dalmau,2059,1,0,20,114,25,-89,A
Juan Dalmau,2059,1,0,20,98,20,-78,C
Juan Dalmau,2059,1,0,20,107,20,-87,D
Irina Tetenkina,2292,7,3.5,239,34,49,15,A
Irina Tetenkina,2292,7,3.5,239,38,48,10,D
Eric Lobron,2500,9,5,294,41,51,10,A
Eric Lobron,2500,9,5,294,37,56,19,D
Ekaterina Kovalevskaya,2452,8,6.5,193,41,53,12,A
Ekaterina Kovalevskaya,2452,8,6.5,193,40,53,13,D
Tom Wedberg,2530,9,7,226,41,57,16,A
Tom Wedberg,2530,9,7,226,30,53,23,D
Mark E Taimanov,2406,6,3,162,50,49,-1,A
Mark E Taimanov,2406,6,3,162,44,47,3,D
Jonas Lundvik,2270,3,0.5,154,43,51,8,A
Jonas Lundvik,2270,3,0.5,154,40,58,18,D
Viktoria Johansson,2142,4,1.5,131,56,47,-9,A
Viktoria Johansson,2142,4,1.5,131,45,50,5,C
Viktoria Johansson,2142,4,1.5,131,47,50,3,D
Tomi Nyback,2458,7,5,236,52,60,8,A
Tomi Nyback,2458,7,5,236,48,61,13,C
Tomi Nyback,2458,7,5,236,46,61,15,D
Hannes Stefansson,2566,6,4,147,44,59,15,A
Hannes Stefansson,2566,6,4,147,47,58,11,D
Peter Carlsten,2159,2,0,53,90,34,-56,A
Peter Carlsten,2159,2,0,53,84,26,-58,D
Lars Persson,2108,2,0.5,41,78,51,-27,A
Lars Persson,2108,2,0.5,41,78,49,-29,C
Lars Persson,2108,2,0.5,41,70,54,-16,D
Lennart Evertsson,2226,2,0,80,92,43,-49,A
Lennart Evertsson,2226,2,0,80,87,41,-46,B
Lennart Evertsson,2226,2,0,80,82,46,-36,C
Lennart Evertsson,2226,2,0,80,79,43,-36,D
Heikki Lehtinen,2332,7,3.5,222,33,53,20,A
Heikki Lehtinen,2332,7,3.5,222,33,53,20,D
Henrik Lindberg,2218,2,0.5,57,48,53,5,A
Henrik Lindberg,2218,2,0.5,57,42,60,18,C
Henrik Lindberg,2218,2,0.5,57,44,61,17,D
Valerij Popov,2568,7,4.5,229,37,55,18,A
Valerij Popov,2568,7,4.5,229,33,55,22,C
Valerij Popov,2568,7,4.5,229,31,54,23,D
Maxim Kulagin,2032,2,0,34,108,32,-76,A
Maxim Kulagin,2032,2,0,34,108,32,-76,D
Niklas Hedlund,2037,1,0,16,55,50,-5,A
Niklas Hedlund,2037,1,0,16,66,56,-10,C
Niklas Hedlund,2037,1,0,16,65,56,-9,D
Jacob Henriksson,2161,2,0.5,38,69,53,-16,A
Jacob Henriksson,2161,2,0.5,38,71,42,-29,D
Kezli Ong,2171,2,0.5,92,39,50,11,A
Kezli Ong,2171,2,0.5,92,30,47,17,D
Emanuel Berg,2535,8,6,260,28,65,37,A
Emanuel Berg,2535,8,6,260,24,66,42,C
Emanuel Berg,2535,8,6,260,27,64,37,D
Teodor Hellborg,2240,4,1.5,139,46,52,6,A
Teodor Hellborg,2240,4,1.5,139,46,56,10,C
Teodor Hellborg,2240,4,1.5,139,45,53,8,D
Erik Hedman,2336,1,0,21,112,48,-64,A
Erik Hedman,2336,1,0,21,117,67,-50,D
Alain Spielmann,2308,6,2.5,196,49,53,4,A
Alain Spielmann,2308,6,2.5,196,42,54,12,C
Alain Spielmann,2308,6,2.5,196,40,53,13,D
Mikael Jonsson,2290,1,0,45,96,47,-49,A
Mikael Jonsson,2290,1,0,45,89,51,-38,D
Johan Norberg,2153,3,0,115,61,50,-11,A
Johan Norberg,2153,3,0,115,74,43,-31,C
Johan Norberg,2153,3,0,115,69,45,-24,D
Viktoria Bashkite,2138,1,0,37,52,35,-17,A
Viktoria Bashkite,2138,1,0,37,53,38,-15,B
Viktoria Bashkite,2138,1,0,37,48,49,1,C
Viktoria Bashkite,2138,1,0,37,55,38,-17,D
Gustavo Luna,2143,1,0,53,38,57,19,A
Gustavo Luna,2143,1,0,53,41,53,12,B
Gustavo Luna,2143,1,0,53,49,42,-7,C
Gustavo Luna,2143,1,0,53,54,43,-11,D
Anneli Dalmau,2089,2,0,41,108,49,-59,A
Anneli Dalmau,2089,2,0,41,98,51,-47,D
Ragnar Nystrom,2123,1,0,17,136,29,-107,A
Ragnar Nystrom,2123,1,0,17,104,29,-75,C
Ragnar Nystrom,2123,1,0,17,125,24,-101,D
Jan Peter Palmblad,2187,2,0,75,62,40,-22,A
Jan Peter Palmblad,2187,2,0,75,79,41,-38,C
Jan Peter Palmblad,2187,2,0,75,65,47,-18,D
Hakan Hansson,2163,1,0,25,125,32,-93,A
Hakan Hansson,2163,1,0,25,113,44,-69,D
Tobias Lonngren,2122,1,0,18,73,33,-40,A
Tobias Lonngren,2122,1,0,18,100,33,-67,D
Armin Namini,2114,1,0,30,102,37,-65,A
Armin Namini,2114,1,0,30,79,37,-42,B
Armin Namini,2114,1,0,30,83,43,-40,C
Armin Namini,2114,1,0,30,76,37,-39,D
Jesper Celander,2180,2,0,50,71,52,-19,A
Jesper Celander,2180,2,0,50,82,42,-40,C
Jesper Celander,2180,2,0,50,87,40,-47,D
Anders Loven,2151,1,0,17,71,47,-24,A
Anders Loven,2151,1,0,17,66,47,-19,D
Magnus Holm,2247,1,0,30,53,60,7,A
Magnus Holm,2247,1,0,30,62,50,-12,B
Magnus Holm,2247,1,0,30,65,57,-8,C
Magnus Holm,2247,1,0,30,76,57,-19,D
Tommi Luukkonen,2081,3,1,86,51,55,4,A
Tommi Luukkonen,2081,3,1,86,41,53,12,C
Tommi Luukkonen,2081,3,1,86,47,50,3,D
Olli Sisatto,2207,1,0,24,46,62,16,A
Olli Sisatto,2207,1,0,24,55,50,-5,B
Olli Sisatto,2207,1,0,24,45,46,1,C
Olli Sisatto,2207,1,0,24,48,50,2,D
Kevin Ong,2076,1,0,46,75,46,-29,A
Kevin Ong,2076,1,0,46,39,56,17,C
Kevin Ong,2076,1,0,46,44,54,10,D
Love Janse,2152,1,0,13,174,38,-136,A
Love Janse,2152,1,0,13,151,38,-113,D
Per Isaksson,2106,1,0,23,78,48,-30,A
Per Isaksson,2106,1,0,23,75,48,-27,B
Per Isaksson,2106,1,0,23,74,48,-26,C
Per Isaksson,2106,1,0,23,77,48,-29,D
Robin Edlund,2174,1,0,31,39,48,9,A
Robin Edlund,2174,1,0,31,55,39,-16,D
Csaba Berczes,2420,9,5,305,45,49,4,A
Csaba Berczes,2420,9,5,305,37,49,12,C
Csaba Berczes,2420,9,5,305,36,51,15,D
Robert Fontaine,2572,9,6,305,47,54,7,A
Robert Fontaine,2572,9,6,305,39,60,21,C
Robert Fontaine,2572,9,6,305,41,59,18,D
Krisztian Szabo,2500,8,5,351,61,49,-12,A
Krisztian Szabo,2500,8,5,351,51,49,-2,C
Krisztian Szabo,2500,8,5,351,52,50,-2,D
Nikita Meskovs,2124,7,3.5,207,66,48,-18,A
Nikita Meskovs,2124,7,3.5,207,69,44,-25,D
Henrik Lindberg,2254,5,1.5,143,54,48,-6,A
Henrik Lindberg,2254,5,1.5,143,51,52,1,D
Radmilo Dimitrijevic,2093,8,4,266,46,48,2,A
Radmilo Dimitrijevic,2093,8,4,266,47,47,0,B
Radmilo Dimitrijevic,2093,8,4,266,45,48,3,C
Radmilo Dimitrijevic,2093,8,4,266,46,50,4,D
Evgenij Agrest,2535,9,6.5,223,42,50,8,A
Evgenij Agrest,2535,9,6.5,223,33,53,20,C
Evgenij Agrest,2535,9,6.5,223,37,52,15,D
Emanuel Berg,2583,9,6,286,41,55,14,A
Emanuel Berg,2583,9,6,286,38,55,17,B
Emanuel Berg,2583,9,6,286,39,53,14,C
Emanuel Berg,2583,9,6,286,39,54,15,D
Vasilios Kotronias,2628,9,6.5,468,36,57,21,A
Vasilios Kotronias,2628,9,6.5,468,32,59,27,B
Vasilios Kotronias,2628,9,6.5,468,32,59,27,C
Vasilios Kotronias,2628,9,6.5,468,28,61,33,D
Bengt Lindberg,2439,9,6.5,277,44,48,4,A
Bengt Lindberg,2439,9,6.5,277,37,52,15,B
Bengt Lindberg,2439,9,6.5,277,38,51,13,C
Bengt Lindberg,2439,9,6.5,277,37,51,14,D
Dara Akdag,2083,4,2,131,48,63,15,A
Dara Akdag,2083,4,2,131,42,63,21,D
Kjetil Stokke,2372,8,4.5,316,37,55,18,A
Kjetil Stokke,2372,8,4.5,316,34,56,22,B
Kjetil Stokke,2372,8,4.5,316,38,53,15,C
Kjetil Stokke,2372,8,4.5,316,36,53,17,D
Tommi Luukkonen,2244,8,3,303,54,53,-1,A
Tommi Luukkonen,2244,8,3,303,46,56,10,B
Tommi Luukkonen,2244,8,3,303,48,55,7,C
Tommi Luukkonen,2244,8,3,303,49,55,6,D
Jasmin Bejtovic,2353,7,3,252,45,50,5,A
Jasmin Bejtovic,2353,7,3,252,41,51,10,C
Jasmin Bejtovic,2353,7,3,252,42,50,8,D
Anton Frisk Kockum,2206,6,1.5,259,38,53,15,A
Anton Frisk Kockum,2206,6,1.5,259,36,55,19,C
Anton Frisk Kockum,2206,6,1.5,259,38,53,15,D
Anders Livner,2281,6,4,229,34,55,21,A
Anders Livner,2281,6,4,229,31,54,23,D
Pia Cramling,2524,9,6.5,233,28,61,33,A
Pia Cramling,2524,9,6.5,233,23,68,45,C
Pia Cramling,2524,9,6.5,233,22,65,43,D
David Berczes,2429,9,6.5,247,36,57,21,A
David Berczes,2429,9,6.5,247,31,59,28,B
David Berczes,2429,9,6.5,247,30,61,31,C
David Berczes,2429,9,6.5,247,30,59,29,D
Lars Bo Hansen,2576,9,5.5,375,35,56,21,A
Lars Bo Hansen,2576,9,5.5,375,33,53,20,B
Lars Bo Hansen,2576,9,5.5,375,28,56,28,C
Lars Bo Hansen,2576,9,5.5,375,27,57,30,D
Victor Nithander,2339,8,4,318,37,50,13,A
Victor Nithander,2339,8,4,318,31,53,22,B
Victor Nithander,2339,8,4,318,34,51,17,C
Victor Nithander,2339,8,4,318,36,49,13,D
Mikael Naslund,2310,4,1,149,54,52,-2,A
Mikael Naslund,2310,4,1,149,57,52,-5,C
Mikael Naslund,2310,4,1,149,55,51,-4,D
Rasmus Holving,2210,7,1.5,282,43,52,9,A
Rasmus Holving,2210,7,1.5,282,42,54,12,C
Rasmus Holving,2210,7,1.5,282,44,51,7,D
Lars Karlsson,2488,7,5,257,39,56,17,A
Lars Karlsson,2488,7,5,257,36,56,20,C
Lars Karlsson,2488,7,5,257,36,54,18,D
Jorgen Eriksson,2238,3,0,124,56,43,-13,A
Jorgen Eriksson,2238,3,0,124,56,42,-14,C
Jorgen Eriksson,2238,3,0,124,58,39,-19,D
Kaido Kulaots,2533,8,5.5,312,38,58,20,A
Kaido Kulaots,2533,8,5.5,312,36,60,24,C
Kaido Kulaots,2533,8,5.5,312,28,62,34,D
Joel Akesson,2344,7,2.5,216,48,52,4,A
Joel Akesson,2344,7,2.5,216,41,56,15,C
Joel Akesson,2344,7,2.5,216,40,57,17,D
Nils Grandelius,2371,8,5,244,43,53,10,A
Nils Grandelius,2371,8,5,244,37,52,15,C
Nils Grandelius,2371,8,5,244,34,53,19,D
Tiger Hillarp Persson,2535,9,5,314,49,45,-4,A
Tiger Hillarp Persson,2535,9,5,314,45,46,1,B
Tiger Hillarp Persson,2535,9,5,314,43,49,6,C
Tiger Hillarp Persson,2535,9,5,314,41,48,7,D
Sergey Ivanov,2541,10,7.5,363,46,48,2,A
Sergey Ivanov,2541,10,7.5,363,35,54,19,C
Sergey Ivanov,2541,10,7.5,363,34,55,21,D
Thomas Ernst,2448,9,5,268,41,54,13,A
Thomas Ernst,2448,9,5,268,44,54,10,D
Pontus Carlsson,2501,9,5.5,198,45,53,8,A
Pontus Carlsson,2501,9,5.5,198,37,54,17,D
Tomas Karlsson,2249,6,2,180,39,54,15,A
Tomas Karlsson,2249,6,2,180,39,56,17,C
Tomas Karlsson,2249,6,2,180,38,56,18,D
Sampsa Nyysti,2363,8,4.5,310,41,53,12,A
Sampsa Nyysti,2363,8,4.5,310,35,55,20,C
Sampsa Nyysti,2363,8,4.5,310,33,55,22,D
Olli Sisatto,2285,6,1.5,264,47,52,5,A
Olli Sisatto,2285,6,1.5,264,42,55,13,C
Olli Sisatto,2285,6,1.5,264,45,53,8,D
Juan Manuel Bellon Lopez,2455,9,5,319,41,58,17,A
Juan Manuel Bellon Lopez,2455,9,5,319,41,60,19,D
Erik Blomqvist,2302,8,4,175,67,49,-18,A
Erik Blomqvist,2302,8,4,175,56,53,-3,D
Fredrik Andersson,2229,6,1.5,106,82,44,-38,A
Fredrik Andersson,2229,6,1.5,106,86,41,-45,C
Fredrik Andersson,2229,6,1.5,106,76,42,-34,D
Johan Furhoff,2392,9,5.5,300,56,50,-6,A
Johan Furhoff,2392,9,5.5,300,51,54,3,C
Johan Furhoff,2392,9,5.5,300,52,53,1,D
Tomi Nyback,2579,9,6.5,235,36,60,24,A
Tomi Nyback,2579,9,6.5,235,27,61,34,C
Tomi Nyback,2579,9,6.5,235,26,61,35,D
Radoslaw Wojtaszek,2614,9,6.5,202,39,57,18,A
Radoslaw Wojtaszek,2614,9,6.5,202,31,59,28,C
Radoslaw Wojtaszek,2614,9,6.5,202,31,61,30,D
Ralf Akesson,2470,9,4.5,321,50,51,1,A
Ralf Akesson,2470,9,4.5,321,43,54,11,C
Ralf Akesson,2470,9,4.5,321,46,53,7,D
Ivan Farago,2475,9,6,343,32,54,22,A
Ivan Farago,2475,9,6,343,29,54,25,C
Ivan Farago,2475,9,6,343,28,55,27,D
Eva Jiretorn,2122,7,3.5,262,53,54,1,A
Eva Jiretorn,2122,7,3.5,262,45,53,8,C
Eva Jiretorn,2122,7,3.5,262,49,53,4,D
Anders Larsson,2257,8,4.5,218,44,47,3,A
Anders Larsson,2257,8,4.5,218,36,51,15,C
Anders Larsson,2257,8,4.5,218,36,50,14,D
Axel Smith,2458,8,5,283,44,52,8,A
Axel Smith,2458,8,5,283,41,51,10,D
Johan Henriksson,2197,7,3,298,44,53,9,A
Johan Henriksson,2197,7,3,298,42,51,9,C
Johan Henriksson,2197,7,3,298,41,53,12,D
Josef Ask,2235,6,3.5,192,55,52,-3,A
Josef Ask,2235,6,3.5,192,44,56,12,D
Olga Stjazhkina,2325,5,1.5,190,47,47,0,A
Olga Stjazhkina,2325,5,1.5,190,42,50,8,D
Mikko Niemi,2178,9,4,301,43,52,9,A
Mikko Niemi,2178,9,4,301,37,51,14,D
Slavko Cicak,2574,9,5.5,290,40,56,16,A
Slavko Cicak,2574,9,5.5,290,34,57,23,C
Slavko Cicak,2574,9,5.5,290,33,56,23,D
Christian Hess,2281,2,0,69,65,45,-20,A
Christian Hess,2281,2,0,69,72,46,-26,D
Tamas Ruck,2343,8,3.5,337,46,53,7,A
Tamas Ruck,2343,8,3.5,337,44,52,8,C
Tamas Ruck,2343,8,3.5,337,46,50,4,D
Michael Mattsson,2048,1,0,29,51,45,-6,A
Michael Mattsson,2048,1,0,29,60,48,-12,C
Michael Mattsson,2048,1,0,29,61,48,-13,D
Erik Hedman,2396,7,3,268,37,55,18,A
Erik Hedman,2396,7,3,268,31,56,25,C
Erik Hedman,2396,7,3,268,29,55,26,D
Bo Adler,2208,3,0,69,71,52,-19,A
Bo Adler,2208,3,0,69,57,52,-5,C
Bo Adler,2208,3,0,69,55,49,-6,D
Mikael Aroven,2201,3,1,113,59,49,-10,A
Mikael Aroven,2201,3,1,113,67,46,-21,D
Lucas Wickstrom,2115,1,0,18,79,50,-29,A
Lucas Wickstrom,2115,1,0,18,67,44,-23,C
Lucas Wickstrom,2115,1,0,18,125,39,-86,D
Erno Dede,2275,5,1.5,139,63,50,-13,A
Erno Dede,2275,5,1.5,139,65,48,-17,D
Ilja Vovk,2295,3,1,154,30,53,23,A
Ilja Vovk,2295,3,1,154,39,54,15,D
Christopher Lissang,2080,2,0.5,65,58,48,-10,A
Christopher Lissang,2080,2,0.5,65,56,52,-4,C
Christopher Lissang,2080,2,0.5,65,58,55,-3,D
Michael B. Madsen,2011,1,0,8,96,50,-46,A
Michael B. Madsen,2011,1,0,8,111,50,-61,C
Michael B. Madsen,2011,1,0,8,102,50,-52,D
Carlo Marzano,2213,2,0,59,98,37,-61,A
Carlo Marzano,2213,2,0,59,88,41,-47,C
Carlo Marzano,2213,2,0,59,86,44,-42,D
David Nygren,2158,1,0,25,93,36,-57,A
David Nygren,2158,1,0,25,84,36,-48,D
Inna Agrest,2121,1,0,30,73,60,-13,A
Inna Agrest,2121,1,0,30,108,60,-48,C
Inna Agrest,2121,1,0,30,97,63,-34,D
Arto Satonen,2215,1,0,35,52,46,-6,A
Arto Satonen,2215,1,0,35,57,43,-14,C
Arto Satonen,2215,1,0,35,45,54,9,D
Simon Hanninger,2129,2,0.5,68,33,60,27,A
Simon Hanninger,2129,2,0.5,68,40,51,11,C
Simon Hanninger,2129,2,0.5,68,38,49,11,D
Thomas Marttala,2253,3,0.5,116,50,45,-5,A
Thomas Marttala,2253,3,0.5,116,55,44,-11,C
Thomas Marttala,2253,3,0.5,116,60,41,-19,D
Ellinor Frisk,2109,1,0,50,109,44,-65,A
Ellinor Frisk,2109,1,0,50,112,36,-76,D
Lennart Evertsson,2198,3,0,107,86,47,-39,A
Lennart Evertsson,2198,3,0,107,68,45,-23,C
Lennart Evertsson,2198,3,0,107,77,41,-36,D
Michael De Verdier,2147,2,0,51,100,41,-59,A
Michael De Verdier,2147,2,0,51,100,41,-59,C
Michael De Verdier,2147,2,0,51,100,43,-57,D
Per Soderberg,2205,2,0,84,55,54,-1,A
Per Soderberg,2205,2,0,84,56,49,-7,D
Ulf Nyberg,2146,2,1,129,31,59,28,A
Ulf Nyberg,2146,2,1,129,36,63,27,D
Evgenia Hansen,2159,2,0,87,68,48,-20,A
Evgenia Hansen,2159,2,0,87,63,49,-14,C
Evgenia Hansen,2159,2,0,87,59,49,-10,D
Torbjorn Glimbrant,2275,1,0,27,84,30,-54,A
Torbjorn Glimbrant,2275,1,0,27,93,33,-60,B
Torbjorn Glimbrant,2275,1,0,27,75,37,-38,C
Torbjorn Glimbrant,2275,1,0,27,80,37,-43,D
Tobias Pettersson,2159,1,0,53,45,45,0,A
Tobias Pettersson,2159,1,0,53,45,51,6,B
Tobias Pettersson,2159,1,0,53,40,51,11,C
Tobias Pettersson,2159,1,0,53,37,55,18,D
Amir Tadjerbashi,2184,1,0,32,56,44,-12,A
Amir Tadjerbashi,2184,1,0,32,52,41,-11,C
Amir Tadjerbashi,2184,1,0,32,54,38,-16,D
Santul Kosmo,2262,1,0,20,70,30,-40,A
Santul Kosmo,2262,1,0,20,75,25,-50,C
Santul Kosmo,2262,1,0,20,69,30,-39,D
Viktoria Johansson,2203,1,0,35,48,43,-5,A
Viktoria Johansson,2203,1,0,35,36,51,15,B
Viktoria Johansson,2203,1,0,35,42,46,4,C
Viktoria Johansson,2203,1,0,35,40,40,0,D
Kent Angskog,2271,4,1,112,63,52,-11,A
Kent Angskog,2271,4,1,112,64,52,-12,D
Love Janse,2127,1,0,30,38,47,9,A
Love Janse,2127,1,0,30,32,53,21,C
Love Janse,2127,1,0,30,35,50,15,D
Konstantin Sakaev,2665,9,5.5,291,30,51,21,A
Konstantin Sakaev,2665,9,5.5,291,27,57,30,D
Alexander Riazantsev,2556,9,5.5,375,36,52,16,A
Alexander Riazantsev,2556,9,5.5,375,32,54,22,C
Alexander Riazantsev,2556,9,5.5,375,32,53,21,D
Oleg Nikolenko,2520,9,4.5,305,32,57,25,A
Oleg Nikolenko,2520,9,4.5,305,32,57,25,B
Oleg Nikolenko,2520,9,4.5,305,32,58,26,C
Oleg Nikolenko,2520,9,4.5,305,33,56,23,D
Alexander Khalifman,2668,9,5.5,205,38,47,9,A
Alexander Khalifman,2668,9,5.5,205,36,50,14,B
Alexander Khalifman,2668,9,5.5,205,36,51,15,C
Alexander Khalifman,2668,9,5.5,205,35,53,18,D
Valentina Gunina,2359,11,2.5,474,57,56,-1,A
Valentina Gunina,2359,11,2.5,474,51,55,4,B
Valentina Gunina,2359,11,2.5,474,48,54,6,C
Valentina Gunina,2359,11,2.5,474,49,52,3,D
Nadezhda Kosintseva,2469,10,5.5,494,40,49,9,A
Nadezhda Kosintseva,2469,10,5.5,494,35,53,18,B
Nadezhda Kosintseva,2469,10,5.5,494,35,54,19,C
Nadezhda Kosintseva,2469,10,5.5,494,33,54,21,D
Peter Svidler,2735,10,5,340,33,54,21,A
Peter Svidler,2735,10,5,340,29,57,28,B
Peter Svidler,2735,10,5,340,31,55,24,C
Peter Svidler,2735,10,5,340,28,60,32,D
Artyom Timofeev,2611,18,10,603,35,56,21,A
